"","Countryname","Country","EMERGING_RISK_COVID_RESPONSE_CAPACITY_AV","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_ALT","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_SQ","EMERGING_RISK_FOOD_SECURITY_SQ","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_SQ","EMERGING_RISK_FISCAL_SQ","EMERGING_RISK_NATURAL_HAZARDS_SQ","EMERGING_RISK_FRAGILITY_INSTITUTIONS_SQ","TOTAL_EMERGING_COMPOUND_RISK_SCORE_SQ","EXISTING_RISK_COVID_RESPONSE_CAPACITY","EXISTING_RISK_FOOD_SECURITY","EXISTING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID","EXISTING_RISK_FISCAL","EXISTING_RISK_SOCIOECONOMIC_VULNERABILITY","EXISTING_RISK_NATURAL_HAZARDS","EXISTING_RISK_FRAGILITY_INSTITUTIONS","TOTAL_EXISTING_COMPOUND_RISK_SCORE","TOTAL_EXISTING_COMPOUND_RISK_SCORE_INCMEDIUM","EMERGING_RISK_COVID_RESPONSE_CAPACITY","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_FISCAL","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","TOTAL_EMERGING_COMPOUND_RISK_SCORE","TOTAL_EMERGING_COMPOUND_RISK_SCORE_INCMEDIUM","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","RELIABILITY_SCORE_EXISTING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"1","Libya","LBY",4.36093372637666,10,1.60800780774854,9.0424924152574,3.16227766016838,9.41275730060007,5.29318241411458,2.22042276040793,10,10,0,8.17666690799876,4,8.86,3.42105263157895,10,NA,4.375,9,10,2,2,10,1.44115796098175,10,10,0,6.6857881724362,3,3,8.17666690799876,0.1,0.2
"2","Sudan","SDN",0.45282208045,3.55737350158149,10,9.97975626041489,2.44300101683441,6.45865974597559,4.62608786205682,9.20285294734634,4.56546771261668,10,9.93929691148022,10,4,8.76,10,2.10131332082551,NA,8.125,6.875,10,2,3.5,4.76190476190474,9.20285294734634,10,9.91927059538026,9.93929691148022,10,2,3.5,9.95955350172901,0.1,0.2
"3","Afghanistan","AFG",0.529132674414134,8.50222714917156,10,10,1.53185513570936,4.2063302749862,3.39855671178937,10,10,10,10,10,5,7.54,10,10,10,6.45833333333333,9.75,10,4,4,2.34658015679913,10,10,10,10,10,5,5,10,0,0.1
"4","Mozambique","MOZ",1.93876702552061,1.88042376762801,2.99430993395815,8.60092280587901,4.30331482911934,8.07327552965819,6.00514598224057,10,7.68158010081424,10,10,9.39405680260421,6,8.38,10,8.87429643527204,10,5.20833333333333,6.875,9.32624113475177,2,3,7.77777777777778,10,10,6.64916630581503,10,9.46236559139785,3,4,7.93201377101844,0,0.1
"5","Niger","NER",0.1087892885778,5.99430581051323,3.39807215610019,9.0270596682248,0.151185789203682,8.48528137423855,1.06909520922125,10,0,2.89827534923789,9.52571542925756,8.53213285146665,4,7.56,10,0,7,6.45833333333333,7.875,9.85815602836879,1,3,9.52380952380948,10,1.2,9.25282496404618,9.52571542925756,7.38447340309769,1,3,8.26602926746073,0,0.1
"6","Algeria","DZA",0.771594795940081,5.45193808142865,2.8797190127298,7.82434731774522,1.64765345408611,4.70055721114402,3.91027160871456,1.4265073118426,4.45155148798075,10,3.12187312387432,8.27283000623467,2,9.28,2.96650717703349,2.4765478424015,NA,0,4.875,6.84397163120567,0,0.5,2.38095238095237,0.685966016362492,10,8.00158604282316,3.12187312387432,10,2,2.5,8.94515849095093,0.1,0.2
"7","Ethiopia","ETH",0.887612446332449,7.00613669596611,10,9.92882471814706,1.06037729134492,2.57127828132235,2.49700189689719,10,6.43920916216785,10,10,9.92882471814706,4,5.88,10,4.14634146341463,10,3.54166666666667,5.875,9.85815602836879,2,2,1.1244,10,10,10,10,10,5,5,10,0,0.1
"8","Iraq","IRQ",3.18435085116381,9.82656324366696,4.16503508896488,10,6.90065559342353,9.40212741883453,7.81036461670414,2.50692729821131,5.74635866429225,10,10,10,4,8.84,5.90909090909091,3.30206378986867,NA,10,8.25,10,2,2,10,1.06356198867212,10,10,10,10,5,5,10,0.1,0.3
"9","South Sudan","SSD",0.18281300876219,7.54657081084319,10,9.59545680291137,6.62993544131794,9.59166304662542,8.00282302460396,0.0146842878120417,0,10,10,10,4,9.66,10,0,10,8.125,6.75,10,3,4,9.52380952380948,0.0146842878120417,10,8.47739888977002,10,10,3,4,9.2072791256538,0,0.1
"10","Central African Republic","CAF",0.950602299081753,1.32459330218816,10,9.84226416717799,1.6887022824652,7.81024967590664,3.79756731240578,NA,7.07107754916866,10,7.07090921219399,10,5,8.54,10,5.32833020637899,10,10,6.375,10,4,5.5,7.14285714285711,NA,10,9.38382866108743,7.07090921219399,10,2,3.5,9.68701639365158,0,0.2
"11","Chad","TCD",1.34252994416766,3.66183344440634,5.03752583820995,9.87458798513567,9.75900072948531,9.07744457432817,8.96739460551162,10,0,10,9.07210993262624,10,5,8.24,10,0,10,6.04166666666667,5.875,10,3,4,10,10,10,9.50771019192449,9.07210993262624,10,4,5,9.75074878761857,0,0.1
"12","Croatia","HRV",3.12832875052967,0,1.55905225820602,5.77893847952745,4.82167724226449,5.71078768647548,4.01302902919521,3.22634984234962,7.03782330326856,10,10,5.14777267724601,3,3.34,1.2200956937799,4.953095684803,NA,8.125,2.375,4.20875420875421,0,1,9.7644,8.53157121879589,10,10,10,6.2962962962963,3,4,7.93492047615872,0.1,0.2
"13","Lebanon","LBN",2.92147217487074,6.52294267545939,2.48735602191785,7.67681581279471,4.87950036474266,7.3348483283569,5.12364245067076,5.80793056228016,10,9.2,3.22860382896405,6.4150244702291,3,5.38,3.37320574162679,10,NA,10,4.625,8.43971631205673,2,2.5,10,10,9.2,10,3.22860382896405,4.87605713652352,3,3.5,6.98287701203703,0.1,0.3
"14","Maldives","MDV",2.26780871068296,4.75271369772873,3.82868298120999,8.30804243029422,10,8.50881895447306,8.50881895447306,2.10977627331644,6.36595070120766,10,0.026682676272431,8.30804243029422,3,7.24,2.91866028708134,4.05253283302063,10,3.95833333333333,1,6.9023569023569,1,1,10,1.52506817705056,10,10,0.026682676272431,10,4,4,10,0.1,0.3
"15","Mauritania","MRT",1.07051401446847,9.44352273163559,4.25270143685104,9.47186951223134,3.01172312646368,8.99735410842435,5.05960933026862,10,0,10,10,9.47186951223134,5,8.5,8.13397129186603,0,10,6.875,3.875,8.97163120567376,1,1.5,9.52380952380948,10,10,10,10,10,5,5.5,10,0,0.1
"16","Ukraine","UKR",2.88474516245426,7.43660180648909,2.2321807362259,8.34612848935442,3.16227766016838,8,4.49873060152279,2.85090299981239,7.0111142000722,10,0,8.18708176147329,4,6.4,2.29665071770335,4.9155722326454,NA,7.70833333333333,5.5,7.23905723905724,0,0.5,10,3.53891336270191,10,10,0,9.25925925925926,3,3.5,9.62250448649377,0.1,0.2
"17","Zimbabwe","ZWE",0.470721064207692,1.87768660926346,10,9.02022419282738,1.24365054041184,5.50324579550234,2.81240420939439,10,7.39260322461753,10,10,10,5,6.36,10,8.25515947467167,NA,4.375,3.5,10,2,2,4.76190476190474,10,10,6.62017282698213,10,10,4,4,8.13644444888683,0.1,0.1
"18","Belarus","BLR",1.52224947769606,6.69147916309425,5.45158849359947,7.0816498805162,2.02859557329695,5.34410778334419,3.75212650088998,2.49601334440127,4.73249815793558,10,0,7.48521000335503,2,6.94,1.02870813397129,2.79549718574109,NA,9.375,1,5.60283687943262,0,0.5,4.1152,6.0562198447661,10,8.01164777739755,0,10,2,2.5,8.95078084716498,0.1,0.3
"19","Brazil","BRA",3.6541955544944,4.87967231092493,1.184589912787,5.46237303401854,4.87950036474266,4.53872228716409,3.17045276756647,3.52484517395457,5.66414614878065,10,10,3.65433485696544,2,2.06,3.73205741626794,3.20825515947467,NA,1.875,7.75,6.66666666666666,0,0,10,3.32913782252989,10,10,10,2.00312448702489,4,4,4.47562787441593,0.1,0.1
"20","Cabo Verde","CPV",5.53633780085698,8.23619064310756,3.20910793178299,5.66489887975328,9.75900072948531,9.02219485491197,8.91281470344865,0.792098207390254,10,10,2.73497431792409,3.20910793178299,3,8.14,6.36363636363636,10,10,3.54166666666667,0.375,NA,2,2,10,0.0985945038808484,10,10,2.73497431792409,3.20910793178299,3,3,5.66489887975328,0.1,0.4
"21","Haiti","HTI",0.81119126705587,2.37608065240745,10,9.75079087326471,0.967815409397196,4.28174419288837,2.7298678818504,10,8.55968835956938,10,9.21886465212461,10,5,7.7,10,8.10506566604127,10,8.54166666666667,5.875,10,3,4,2.38095238095237,10,10,9.03981137622709,9.21886465212461,10,3,4,9.50779226541424,0,0.1
"22","Honduras","HND",3.41427110998413,7.3890896682792,10,8.48444550945062,8.45154254728515,9.20869154657707,8.46575931626798,4.96538703587162,8.44361054877812,5.47722557505166,4.64278567140284,8.48444550945062,3,8.48,6.14832535885167,7.12945590994371,3,6.45833333333333,4.875,7.19858156028369,0,0,10,4.96538703587162,10,10,4.64278567140284,10,4,4,10,0,0.1
"23","Peru","PER",4.10169582702079,6.96470025538166,2.31633897196441,5.77682131415819,6.90065559342353,6.44980619863884,5.35786592484749,3.09592228010073,5.82741144957404,10,3.66886798745914,4.38943498413013,1,4.16,6.65071770334928,3.39587242026266,NA,4.79166666666667,5.25,5.78014184397163,0,0,10,1.44115796098175,10,10,3.66886798745914,3.33333333333333,3,3,5.77350269189626,0.1,0.1
"24","Serbia","SRB",1.23774644536387,6.59730485022012,2.76375476594605,6.76401203365501,1.49879951961562,2.81997446796952,2.3034214333116,3.24468363822411,5.90490866251115,10,0,6.94598091749649,1,3.54,3.89952153110048,4.50281425891182,NA,6.45833333333333,2.75,5.60283687943262,0,1,2.2464,2.69981120201385,10,7.74358974358974,0,8.61111111111111,1,2,8.16583808809063,0.1,0.2
"25","Somalia","SOM",0.597222863479964,5.43589743589744,10,8.58653240928461,7.02622015786244,9.75900072948531,8.38225516067272,10,7.37285388156949,NA,10,10,5,10,10,10,10,10,9.875,10,6,6.5,9.52380952380948,10,NA,5.43589743589744,10,10,3,3.5,7.37285388156949,0,0.3
"26","Yemen","YEM",0.439254479611403,7.1072371926664,10,10,0.899735410842435,6.90065559342353,2.99955898565512,4.41997063142438,8.70616869572081,8.4,8.53845640717764,10,4,10,10,7.57973733583489,NA,8.125,9.125,10,3,4,4.76190476190474,4.41997063142438,8.4,10,8.53845640717764,10,2,3,10,0.1,0.3
"27","Armenia","ARM",2.85463039660436,9.81643607064002,1.72150902844851,8.6066296582387,10,6.29285308902091,6.29285308902091,2.11259316846939,8.67378357903775,10,1.53425388566473,8.6066296582387,3,3.96,2.70334928229665,7.5234521575985,NA,2.70833333333333,2.625,7.40740740740741,0,0,10,1.65093350115377,10,10,1.53425388566473,10,4,4,10,0.1,0.3
"28","Cameroon","CMR",1.03122610413265,5.23915442187326,1.83563991747256,8.42223622114704,1.07990299387976,4.11732691832709,2.77288826252049,5.46884833228446,6.64400759552489,10,5.36321793075846,7.19397284745155,2,7.12,8.13397129186603,4.54033771106942,10,4.79166666666667,7.625,10,2,2.5,2.38095238095237,5.46884833228446,10,9.72236862949016,5.36321793075846,5.17532453298701,1,1.5,7.09340629648011,0,0.1
"29","Colombia","COL",4.38845848283219,6.39728925011767,1.19303173324167,6.90790934025522,8.45154254728515,7.18331399842719,6.60378372934724,4.4329278349025,4.70375354190984,10,5.53665532652925,5.7439967634015,2,5.16,5.07177033492823,2.30769230769231,NA,4.375,7.375,7.19858156028369,0,0.5,10,3.87455422697713,10,9.58762886597938,5.53665532652925,4.58333333333333,2,2.5,6.62897420187107,0.1,0.2
"30","Congo DR","COD",0.409493865729412,7.89278592770637,10,10,0.681385143869243,7.88307409218364,2.43475886930563,NA,0,8.36660026534076,7.31105329864586,10,4,8.7,10,0,7,8.95833333333333,8,10,2,3,7.14285714285711,NA,10,10,7.31105329864586,10,3,4,10,0,0.2
"31","Grenada","GRD",0.0258198889747319,10,1.99673063347899,6.8657153405925,0.000666666666667481,0.0752772652709541,0.0752772652709541,NA,6.12563891831689,10,0.573677539857247,6.8657153405925,1,8.5,NA,3.75234521575985,10,6.875,0,4.71380471380471,1,1,0.000666666666667481,10,10,10,0.573677539857247,10,4,4,10,0.1,0.4
"32","Guinea","GIN",1.22748729175725,3.43432171368294,5.42195789870556,9.90295724191303,1.66933120340652,5.96018535985328,3.52891070691972,NA,5.63537131720046,8.36660026534076,3.13521446201054,10,2,7.46,8.82775119617225,3.30206378986867,7,5.20833333333333,3.875,10,1,1.5,4.76190476190474,NA,10,9.61744287925728,3.13521446201054,10,2,2.5,9.80685621351577,0,0.2
"33","Iran","IRN",2.96040426997674,2.08410920470706,3.07112526738585,8.77067913454564,4.41588043316391,7.27374731483023,5.34102870224818,2.74065116186289,0,10,10,8.99172196132572,4,6.46,2.96650717703349,0,NA,0.625,6.5,8.08510638297872,0,1,8.19,2.53199076987623,10,9.05235162503529,10,10,3,4,9.51438470161644,0.1,0.1
"34","Kenya","KEN",0.825340724657987,4.91839411885488,8.35933062388817,9.50406173439769,1.03141142315253,3.30223589477824,2.17344526456006,7.25106245,7.26998000675691,10,10,9.56500714595277,5,4.58,10,5.42213883677298,10,1.875,6.125,9.14893617021276,2,3,2.38095238095237,7.25106245,10,9.74755735507887,10,10,3,4,9.87297187025207,0,0.1
"35","Malawi","MWI",0.480342482431,2.03700204652173,3.16227766016838,8.3877686496239,0.597614304667193,6.32455532033674,2.24052675931452,10,7.4408007304126,10,10,9.08978071656172,5,8.4,10,7.63602251407129,10,7.70833333333333,2.375,8.26241134751773,2,2.5,4.76190476190474,10,10,7.25056996724195,10,10,4,4.5,8.51502787267426,0,0
"36","Mali","MLI",1.42107680227689,4.61035025132403,10,9.91344448595887,8.16496580927726,9.05538513813742,8.18246415427978,6.76945668135096,9.82763815761882,8.36660026534076,6.60396237742646,10,4,8.2,8.22966507177033,10,7,6.875,5.75,10,2,2.5,10,6.76945668135096,10,9.65824717570855,6.60396237742646,10,3,3.5,9.82763815761883,0,0.1
"37","Montenegro","MNE",4.90538553276286,9.41902880173836,1.87569570149657,6.48749120134602,10,7.2525857457875,7.2525857457875,1.80643685262925,9.64666581523607,10,0,6.48749120134602,3,5.26,1.17224880382775,9.30581613508443,NA,6.45833333333333,1.75,4.20875420875421,0,0,10,2.78372141808265,10,10,0,10,4,4,10,0.1,0.4
"38","Nigeria","NGA",0.60314534009511,6.14385239968244,5.03212219604215,9.43248418709629,0.80118959173516,5.53774924194537,2.27148871244707,4.96538703587162,7.39285990609992,10,10,10,4,6.44,8.49282296650718,6.90431519699812,NA,4.79166666666667,7.75,10,1,1.5,4.76190476190474,4.96538703587162,10,7.91597371090221,10,10,3,3.5,8.89717579398216,0.1,0.1
"39","Papua New Guinea","PNG",0.465863446311861,6.20367846861891,3.7124086188157,6.67477711960683,0.755928946018453,7.76438756668638,2.52587416638196,4.55025777456376,0,10,1.7743979721166,5.48504915213661,2,8.44,10,0,10,0,4.875,8.08510638297872,2,3,7.14285714285711,2.0704845814978,10,8.16019032513878,1.7743979721166,3.72113399332543,1,2,5.51045929218964,0.1,0.3
"40","Romania","ROU",2.54030507415644,9.12164834128362,2.12286198295351,5.7118306848789,3.16227766016838,6.95701085237044,3.91221470208563,2.2815113350176,4.41726104299386,10,0,4.93125202554775,1,4.84,2.46411483253588,1.95121951219512,NA,10,2.375,4.37710437710438,1,1,10,2.1124396895322,10,10,0,5.55555555555556,3,3,7.4535599249993,0.2,0.3
"41","South Africa","ZAF",3.38325781012882,6.23961826253175,2.26737155004389,6.39483411940437,6.79548169216659,4.65985898008573,4.54513633944972,4.35782726416992,4.17771649851302,10,3.13521446201054,5.77976160176519,1,3.04,5.43062200956938,2.13883677298312,NA,10,5.25,6.13475177304964,1,2,7.14285714285711,3.49695825466751,10,8.16019032513878,3.13521446201054,5.44531309644711,1,2,6.66594263754041,0.1,0.3
"42","Tajikistan","TJK",0.799867661857563,8.07018192164849,2.5609894219227,8.21962684940544,2.30021853114118,4.23702501200794,4.16457053305674,5.84644430459409,7.84464540552736,9.2736184954957,5.32319391634981,8.06299078078161,3,7.54,5.90909090909091,6.15384615384615,10,3.125,5.125,7.02127659574468,1,2,2.38095238095237,5.84644430459409,8.6,10,5.32319391634981,9.25925925925926,1,2,9.62250448649377,0,0.3
"43","Zambia","ZMB",1.48503275319713,2.9077556419089,2.44096357244328,8.08163832334158,2.43665487507603,7.00299867604688,4.48628680181372,8.6993916509335,5.50521869909877,10,4.40264158495097,7.52131654932176,4,8.26,8.70813397129186,3.32082551594747,10,4.79166666666667,1.625,8.26241134751773,1,2,5.93728698023177,8.6993916509335,10,9.12647556439281,4.40264158495097,6.84669405283201,1,2,7.9048204261732,0,0.1
"44","Albania","ALB",2.11185009508687,7.27364677457227,0.922897311106767,4.56800009848679,3.16227766016838,5.84807660688538,3.2886151489306,2.83397107544037,6.56395180569673,10,10,2.99644383316996,2,3.42,3.39712918660287,5.38461538461538,NA,6.45833333333333,3.875,6.06060606060606,0,0.5,10,2.36417033773862,10,8.00158604282316,10,1.48148148148148,3,3.5,3.44299310846292,0.1,0.2
"45","Antigua and Barbuda","ATG",0.160685683788979,10,1.46447582969033,7.15632442039257,0.000666666666667481,0.0739369100427746,0.0739369100427746,NA,4.62475596435435,10,3.3620172103262,7.08912144403208,2,8.2,NA,2.13883677298311,NA,6.45833333333333,1.25,5.21885521885522,0,0.5,0.000666666666667481,5.25907279211244,10,10,3.3620172103262,9.62962962962963,2,2.5,9.81306762925316,0.3,0.4
"46","Argentina","ARG",4.3372198147884,5.03082721173089,1.60481345766224,5.19081676585191,8.45154254728515,4.77493455452533,4.38970579968751,4.44649802217571,4.46609232668316,10,0,4.44693343308797,1,2.28,2.27272727272727,2.19512195121951,NA,1.04166666666667,2.125,4.04040404040404,0,1,10,8.6993916509335,10,9.08650230543096,0,4.8943661971831,2,3,6.6687832274207,0.1,0.2
"47","Barbados","BRB",0.316118645467696,5.64050300437171,1.50012866840448,4.51230654818232,2.17606022325626,8.51888658050031,4.07204848954586,4.26401432711221,6.09998316253028,8,1.38749916616637,4.29414907892783,2,7.62,1.81818181818182,4.57786116322702,NA,8.54166666666667,1.375,2.76595744680851,0,1.5,9.52380952380948,10,8,8.12820512820513,1.38749916616637,6.66666666666667,1,2.5,7.36125221603187,0.1,0.4
"48","Bolivia","BOL",6.02046613090961,8.22466098057397,2.06615026927469,7.11420078113866,6.90065559342353,8.27042925125413,6.8702608581492,7.21281048384577,6.06407314553894,10,2.49483023147222,6.1178402936131,3,6.84,8.08612440191387,3.67729831144465,NA,5.20833333333333,3.875,6.84397163120567,0,0,10,6.43381581707573,10,10,2.49483023147222,5.46875,3,3,7.39509972887452,0.1,0.2
"49","Burkina Faso","BFA",0.472721946736668,4.25231320371179,1.96798967126543,9.19712077609975,9.75900072948531,8.93308457365092,8.82478474645658,5.91718235,7.74732993034289,5.29150262212918,6.53725568674538,9.28279121632914,3,7.98,8.75598086124402,6.22889305816135,7,5.20833333333333,5.75,8.61702127659574,0,0.5,10,5.91718235,4,9.63592093958728,6.53725568674538,10,2,2.5,9.81627268345133,0,0.2
"50","Dominica","DMA",0.531278829080694,10,0.786829296755221,2.20709376080757,7.96804732197,9.3605046668995,8.56189437929037,NA,9.97181769877669,0,5.17643919685144,0.487126286899569,2,9.2,5.50239234449761,9.9437148217636,NA,6.875,2.25,NA,0,0.5,9.52380952380948,NA,0,10,5.17643919685144,0.487126286899569,1,1.5,2.20709376080757,0.2,0.5
"51","Egypt","EGY",0.778018319653862,2.51504040801254,1.26979227575105,8.47221889372937,0.934174117399367,2.2920604955685,2.37144010819253,1.20691142187877,7.57097308943335,10,2.41478220265493,9.10926579940751,3,6.02,1.79425837320574,7.95497185741088,NA,4.79166666666667,8.125,8.61702127659574,0,1,0.872681281618886,0.811831340465703,10,7.20551053458785,2.41478220265493,9.62962962962963,1,2,8.32984980299619,0.1,0.2
"52","El Salvador","SLV",2.27004315517648,8.90569403170938,1.73290541061363,6.32265892773258,4.93891254658928,6.07100838882164,5.04824610537172,4.79756660373401,7.73376739918477,10,2.22800346874792,5.2615824526916,2,5.16,4.97607655502392,6.45403377110694,NA,7.29166666666667,5.125,6.22895622895623,0,1,7.14285714285711,4.79756660373401,10,9.26725212570974,2.22800346874792,4.44444444444444,1,2,6.41777120388197,0.1,0.3
"53","Eritrea","ERI",0.299528844434601,4.8762967026351,10,10,4.41897725190929,9.52190457139045,6.48603603429525,6.64828596814576,NA,7,8.80528316990194,10,4,9.52,10,NA,NA,7.29166666666667,3,10,2,3.5,9.52380952380948,4.41997063142438,7,10,8.80528316990194,10,2,3.5,10,0.3,0.3
"54","Georgia","GEO",3.76358251161549,9.05380274102504,2.15995194290133,6.3473533730017,9.75900072948531,6,5.92725928453844,4.88367427913615,9.70483719160565,10,3.38869988659863,5.071073526256,2,3.6,4.92822966507177,9.41838649155722,NA,10,3.5,6.31205673758865,1,1,10,4.83952171176841,10,10,3.38869988659863,4.07407407407407,3,3,6.38284738504226,0.1,0.3
"55","Guatemala","GTM",2.56931057646194,6.94920731483386,10,8.31089773151454,5.00761325145926,6.26772366972252,6.11202052155309,6.8118568,6.72199245465855,4.4,5.3098525782136,8.69090990021281,1,7.46,6.50717703349282,5.40337711069418,NA,6.45833333333333,5.75,7.5531914893617,0,0.5,5.266,6.8118568,4.4,8.36239663359005,5.3098525782136,10,1,1.5,9.14461406161575,0.1,0.1
"56","Lesotho","LSO",3.40685873720877,7.15475366122891,2.77452763352521,8.90851638142447,6.90065559342353,8.92188320927819,7.41142486460271,10,8.05375576490489,8.36660026534076,10,9.44592977030791,6,7.96,8.75598086124402,8.19887429643527,7,5.20833333333333,0.875,8.92255892255892,0,0.5,10,10,10,7.91120580406265,10,10,5,5.5,8.89449594078419,0,0.1
"57","Mauritius","MUS",0.266647783784363,6.74546877732456,4.98818383073005,4.81485626268039,1.42197046382827,8.37854402626136,3.15946714749093,3.74541211748513,7.6017179849493,10,10,4.46683473448539,4,7.02,1.79425837320574,5.77861163227017,NA,7.29166666666667,1.375,2.69360269360269,0,1,10,7.81833438221103,10,10,10,7.40740740740741,4,5,8.6066296582387,0.2,0.3
"58","Myanmar","MMR",3.34009906578231,5.26245319363041,1.88542265013058,7.99185307814015,10,7.29383301152419,7.29383301152419,8.41506964493976,6.11055723323081,2.68328157299975,10,7.41959955353983,4,5.32,7.08133971291866,4.8780487804878,3,0.625,8,9.68085106382978,0,0.5,10,10,2.4,7.65447648862082,10,5.68653077832914,3,3.5,6.59753106431028,0,0.2
"59","Pakistan","PAK",0.44490623852145,4.25673140939767,10,8.05739283645605,1.0340127610127,2.71612932139949,2.67108368475936,4.4539070999988,5.3914902953407,10,10,9.74861328563749,3,6.9,6.6267942583732,6.22889305816135,NA,8.125,7.75,9.50354609929078,0,0,1.06918238993711,2.99349695825467,10,4.66666666666667,10,10,3,3,6.83130051063973,0.1,0.1
"60","Seychelles","SYC",0.369828189845544,9.08617610542033,4.68992201806358,5.87578535760275,3.4505398570541,7.37757219067162,5.12768112412933,NA,9.52925780013262,10,0,5.4540256702242,3,7.62,2.20095693779904,9.08067542213884,NA,7.70833333333333,0.625,4.00709219858156,0,1,7.14285714285711,NA,10,10,0,7.42343688073717,2,3,8.61593690827479,0.2,0.4
"61","Spain","ESP",4.44291153265773,8.50097918269996,1.66475653745896,2.84390405634195,3.16227766016838,2.86356421265527,1.61030049411222,0,6.06407314553894,10,0,1.86559126965027,1,0.819999999999999,0,3.67729831144465,NA,0.208333333333332,1.75,1.87943262411347,0,0,10,2.19634990560101,10,10,0,1.85185185185185,3,3,4.30331482911935,0.2,0.4
"62","Suriname","SUR",2.62335876590031,8.50419005195725,3.27096690631089,8.0482812200337,4.79170910954287,8.03808310482045,5.6660789823243,3.98088406992786,0,0,0,8.10287391340663,2,6.7,5.52631578947368,0,NA,1.04166666666667,1.5,6.56565656565656,0,1,9.6434,2.86763163415146,0,9.73321345119156,0,10,1,2,9.86570496781227,0.1,0.3
