"","Countryname","Country","EMERGING_RISK_COVID_RESPONSE_CAPACITY_AV","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_ALT","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ","EMERGING_RISK_COVID_RESPONSE_CAPACITY_SQ_SQ","EMERGING_RISK_FOOD_SECURITY_SQ","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID_SQ","EMERGING_RISK_FISCAL_SQ","EMERGING_RISK_NATURAL_HAZARDS_SQ","EMERGING_RISK_FRAGILITY_INSTITUTIONS_SQ","TOTAL_EMERGING_COMPOUND_RISK_SCORE_SQ","EXISTING_RISK_COVID_RESPONSE_CAPACITY","EXISTING_RISK_FOOD_SECURITY","EXISTING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID","EXISTING_RISK_FISCAL","EXISTING_RISK_SOCIOECONOMIC_VULNERABILITY","EXISTING_RISK_NATURAL_HAZARDS","EXISTING_RISK_FRAGILITY_INSTITUTIONS","TOTAL_EXISTING_COMPOUND_RISK_SCORE","TOTAL_EXISTING_COMPOUND_RISK_SCORE_INCMEDIUM","EMERGING_RISK_COVID_RESPONSE_CAPACITY","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_FISCAL","EMERGING_RISK_MACROECONOMIC_EXPOSURE_TO_COVID","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","TOTAL_EMERGING_COMPOUND_RISK_SCORE","TOTAL_EMERGING_COMPOUND_RISK_SCORE_INCMEDIUM","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","RELIABILITY_SCORE_EXISTING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"63","Syria","SYR",0.991819142461123,NA,1.88662707793821,6.66666666666667,1.39300975964858,4.87950036474266,3.73230459588788,6.4438973873466,NA,NA,10,6.66666666666667,1,10,6.17224880382775,9.83114446529081,NA,8.125,9.5,10,2,2,2.38095238095237,6.72750157331655,NA,NA,10,4.44444444444444,1,1,4.44444444444444,0.1,0.5
"64","Timor-Leste","TLS",0.363533040145778,7.79240973541151,3.74279010191293,8.89755482889923,0.0796819072890081,9.15475416434125,0.837377324832283,8.52989686588214,5.3311456284305,5.47722557505166,1.97451804415983,8.99172196132572,3,8.8,9.30622009569378,2.96435272045028,3,6.45833333333333,2.5,8.08510638297872,0,1.5,9.52380952380948,7.81833438221103,10,9.58762886597938,1.97451804415983,10,2,3.5,9.7916438180621,0.1,0.4
"65","Trinidad and Tobago","TTO",5.83967527618836,5.11520665827077,2.13641695101812,5.15104669860876,10,8.17312669668102,8.17312669668102,2.10111185776259,1.26688637511958,10,1.34747515175772,4.94388009238455,2,6.68,2.89473684210526,0.262664165103189,NA,6.04166666666667,0.875,4.71380471380471,0,0,10,1.52506817705056,10,6.11046842584365,1.34747515175772,5.18518518518519,2,2,5.62884627221479,0.1,0.3
"66","Tunisia","TUN",6.20142505322232,6.14220979088227,4.5470906320746,8.03631286167058,9.20022688217886,8.31521840620298,8.17273804576034,2.20546650689843,6.92267381291339,10,1.80108064838903,8.10287391340663,3,7.26,2.05741626794258,4.953095684803,NA,1.45833333333333,3.25,6.56565656565656,0,1,9.52380952380948,2.36417033773862,10,9.67544658324179,1.80108064838903,10,2,3,9.83638479485314,0.1,0.2
"67","Uganda","UGA",1.86533246191982,1.49915643224651,7.70807081029076,8.78903304973545,7.66490528555227,6.99659781267873,6.27675180071179,6.34990560100692,7.23251145885959,5.47722557505166,10,9.74861328563749,3,5.14,10,7.91744840525328,3,9.79166666666667,5.625,9.50354609929078,1,1.5,9.52380952380948,6.34990560100692,10,6.60682827662353,10,10,3,3.5,8.12823983198301,0,0.1
"68","Venezuela","VEN",2.55897494343305,1,0.551704247418101,4.68918600512959,5.64708099902274,7.93409856253374,7.28577802234008,7.12163628313622,0,NA,2.26802748315656,7.20015093016602,3,9.4,5.07177033492823,0,NA,1.04166666666667,4.5,9.32624113475177,0,0,6.6968,10,NA,0,2.26802748315656,5.55874254891334,1,1,2.35769857041,0.1,0.5
"69","Angola","AGO",1.39853931323351,2.38768054744307,6.20253086615016,9.15475598194295,4.38471573731059,6.53197264742179,6.26793849732932,1.31529263687854,2.06394144907901,10,3.53545460609699,9.37780690840601,2,8.96,9.83253588516746,0.469043151969981,NA,6.45833333333333,3.25,8.79432624113475,0,0.5,4.76190476190474,1.31529263687854,10,9.0820093787426,3.53545460609699,10,2,2.5,9.52995770124013,0.1,0.2
"70","Bahamas","BHS",1.89466340994946,9.24868089253629,0.929505165151245,3.00170996893491,10,8.87693640846886,8.87693640846886,3.06385451596809,10,10,10,1.56899129836403,4,7.88,3.58851674641148,10,NA,1.45833333333333,1.125,3.29787234042553,1,1,10,2.61590098594504,10,10,10,0.746461184735972,4,4,2.73214418495066,0.1,0.3
"71","Belize","BLZ",2.82366317888807,10,1.75771196377529,7.70753070883104,10,8.74070935336486,8.74070935336486,4.27443530036607,9.2495119287087,10,4.46934827563205,7.15042443824758,4,7.64,4.66507177033493,8.55534709193246,NA,3.54166666666667,2.75,6.9023569023569,0,0.5,10,3.91650933501154,10,10,4.46934827563205,7.40740740740741,3,3.5,8.6066296582387,0.1,0.2
"72","Bosnia and Herzegovina","BIH",1.54589795183561,7.85534377289582,0.957302803951345,7.13546845613529,4.87950036474266,7.37563556583431,5.15213373120303,1.77874874911406,8.92957646447449,10,10,6.05499178792296,4,5.44,3.22966507177033,7.97373358348968,NA,6.45833333333333,2.5,7.07070707070707,0,0,10,0.979651772603315,10,10,10,5.18518518518519,4,4,7.20082299823096,0.1,0.2
"73","Botswana","BWA",4.27809002644279,8.33129285768346,2.138008720028,6.8657153405925,9.19456258294568,8.60785908895108,8.45775956712636,7.50197077799245,5.23374818605623,10,2.94843572810353,6.8657153405925,3,7.78,6.9377990430622,2.73921200750469,NA,4.79166666666667,0.875,4.71380471380471,0,1,9.52380952380948,8.11202013845186,10,10,2.94843572810353,10,3,4,10,0.1,0.2
"74","Brunei Darussalam","BRN",0.367097771585075,4.29668924423659,2.28178848570056,5.40191594227108,0.0816496580928225,8.64869932417586,0.781498203794681,3.34123821926567,2.80712040231545,10,0,4.41064589732332,2,7.48,1.81818181818182,0.787992495309567,NA,2.70833333333333,0.5,4.37710437710438,0,0,10,6.14013006083491,10,10,0,4.44444444444444,3,3,6.66666666666667,0.2,0.5
"75","Bulgaria","BGR",2.20852347691489,8.81833824882544,2.90221154564563,5.94588390010563,3.20713490294909,4.59147035273016,3.95611151591958,2.5341847754028,5.81129133169545,10,0,5.94588390010563,1,4.88,2.41626794258373,3.37711069418386,NA,7.70833333333333,1.25,3.53535353535354,0,0,4.32,2.65785609397944,10,10,0,10,3,3,10,0.1,0.2
"76","Cyprus","CYP",0.312978248544577,8.39782159989747,2.46834316059365,6.07477689037252,3.33016516106934,7.34846922834953,4.24062399533069,2.37888032226499,7.6017179849493,10,0,5.70484980246768,3,5.4,2.12918660287081,5.77861163227017,NA,4.79166666666667,1.875,4.18439716312057,0,0.5,10,2.65785609397944,10,10,0,7.77777777777778,3,3.5,8.81917103688197,0.1,0.4
"77","Djibouti","DJI",0.891927216589006,7.60139608981675,2.45117572704593,8.99172196132572,1.56185914048238,6.67618368317023,3.82348029351729,10,0,10,7.76465879527717,8.99172196132572,4,9.36,8.25358851674641,0,10,8.125,3.375,8.08510638297872,1,1.5,4.76190476190474,10,10,10,7.76465879527717,10,4,4.5,10,0,0.2
"78","Ecuador","ECU",6.02046613090961,8.28895472795833,2.3672148670591,7.26632896006378,6.90065559342353,6.308724118235,5.24066878001517,3.2301430071688,5.19777698189052,8.4,3.30865185778134,6.74111309253106,1,3.98,5.14354066985646,2.70168855534709,NA,2.70833333333333,4.5,6.13475177304964,0,1,10,2.02852947346339,8.4,10,3.30865185778134,7.40740740740741,2,3,8.6066296582387,0.1,0.2
"79","Equatorial Guinea","GNQ",0.119452279950607,0.88722301722869,1.54406063016055,8.60676365822473,0.305400000000001,1.74756974109762,1.74756974109762,6.17966682587706,0,10,1.88112867720632,7.51383203583303,2,10,5.4066985645933,0,NA,8.125,1.875,9.93265993265993,1,2,0.305400000000001,7.06314243759178,10,9.78522863863686,1.88112867720632,5.68404357397461,1,2,7.45785934188331,0.1,0.4
"80","Fiji","FJI",1.58489319246111,6.6708053807488,4.661384971728,7.17042774809075,0,9.41275730060007,0,0,8.86667425853945,10,10,6.90758539669314,4,8.86,4.90430622009569,8.70544090056285,NA,1.04166666666667,1.5,6.13475177304964,0,1,10,0,10,9.03089381744732,10,7.77777777777778,3,4,8.38094775349498,0.2,0.3
"81","Greece","GRC",1.47277616789938,8.71294797269765,1.98894291697684,5.60084060044673,5.05936190217133,4.17328359927767,4.04874456628658,0.415195515277932,7.84464540552736,10,0,5.32130242721961,2,3.24,0.119617224880383,6.15384615384615,NA,0.625,3.375,3.47517730496454,0,0.5,5.3754,1.44115796098175,10,10,0,8.14814814814815,2,2.5,9.0267093384844,0.1,0.3
"82","Guyana","GUY",3.16773553731875,1.77518567164594,1.66625453460956,6.69552349821026,9.62434413349814,8.75214259481643,8.58617936352344,6.83013306629887,4.891809034077,0,0,7.59444011356226,2,7.66,4.66507177033493,4.27767354596623,7,3.54166666666667,1.625,6.22895622895623,0,0.5,10,10,0,5.59411450376869,0,9.25925925925926,2,2.5,7.19703803771918,0,0.3
"83","Hungary","HUN",5.60134133144852,7.57896076443615,1.91800438407613,5.21201323663036,9.75900072948531,5.65685424949238,5.58827364526407,2.22394584514699,3.5718305857898,10,0,5.0072183251705,1,3.2,0.933014354066984,1.27579737335835,NA,8.54166666666667,1.25,2.94326241134752,0,0.5,10,5.30102790014684,10,10,0,8.51851851851852,3,3.5,9.22958206990897,0.2,0.3
"84","Kazakhstan","KAZ",2.19322962817045,7.67845606728273,1.92170348913879,6.18843457139448,4.92761895558377,6.46970964241384,5.37362513390364,2.4663817618457,3.90753900041137,10,0,6.05660194399128,1,5.86,1.26794258373206,1.80112570356473,NA,0.625,1.625,4.71631205673759,0,1.5,7.14285714285711,4.79756660373401,10,8.47739888977002,0,7.77777777777778,1,2.5,8.1200569393454,0.1,0.2
"85","Malaysia","MYS",1.83080136540777,7.04840782604213,2.56448770918512,6.30729439011626,9.75900072948531,3.9496835316263,3.90179973063676,2.55468749655886,4.2914850106042,10,2.73497431792409,6.60431838092287,1,1.56,2.3444976076555,2.21388367729831,NA,6.45833333333333,3,4.36170212765957,0,0.5,10,2.78372141808265,10,8.3187946074544,2.73497431792409,10,3,3.5,9.12074262736012,0.1,0.2
"86","Nicaragua","NIC",0.862493214687857,1.48097562378013,1.87816518777328,6.44986661578776,1.21184628916848,3.57903950935496,2.55337679078636,1.56702328508496,7.48927493086048,7.48331477354788,2.58821959842572,5.88726058044883,2,5.38,6.79425837320574,8.08630393996247,7,6.45833333333333,5.25,7.19858156028369,0,0.5,2.38095238095237,1.56702328508496,8,6.93632584261673,2.58821959842572,4.81481481481481,0,0.5,5.77902452213294,0,0.3
"87","Oman","OMN",4.95840601339784,3.60892640404512,1.91490623204152,5.17842234766114,6.90065559342353,7.3348483283569,6.09307205706765,0.217773578402831,4.07347996830652,10,0,5.97204277651744,2,5.38,3.22966507177033,3.60225140712945,NA,0.625,2.5,4.37710437710438,0,0.5,10,0.0146842878120417,10,4.60635229938525,0,8.14814814814815,2,2.5,6.12643786861124,0.1,0.3
"88","Palau","PLW",NA,10,1.04837404266197,3.23786047052983,NA,NA,NA,NA,9.48979900620853,10,1.5075712093923,1.04837404266197,2,9.62,NA,9.00562851782364,NA,4.79166666666667,0.875,NA,0,0,NA,NA,10,10,1.5075712093923,1.04837404266197,2,2,3.23786047052983,0.4,0.7
"89","Poland","POL",1.48744875557303,4.76277755458877,2.03232138707474,5.61293939648648,2.60905018294835,2.88933902475982,2.76014973039674,1.51559960572823,0,10,0,5.36717657266276,1,2.92,0.789473684210526,0,NA,7.29166666666667,0.25,3.53535353535354,0,1,2.859,2.90958674218586,10,9.746233148295,0,8.14814814814815,1,2,8.91143936626963,0.2,0.3
"90","Saint Lucia","LCA",0.0258198889747319,10,1.00193183890515,3.1714456008731,0.000666666666667481,0.0680196050170267,0.0680196050170267,NA,10,10,2.06790741111334,1.00580671992973,2,6.94,NA,10,NA,5.625,0.5,NA,1,1.5,0.000666666666667481,8.15397524648626,10,10,2.06790741111334,1.00580671992973,2,2.5,3.1714456008731,0.4,0.4
"91","Solomon Islands","SLB",4.76190476190474,5.23792873528243,3.26498998625441,8.53801857934945,4.76190476190474,6.85218074428723,6.85218074428723,2.0860940923925,8.7919458281232,8.36660026534076,2.18797945433927,8.3753151271601,3,9.86,9.13875598086124,7.72983114446529,7,0.208333333333332,3.25,7.57575757575757,0,0.5,4.76190476190474,0.476190476190476,10,10,2.18797945433927,9.25925925925926,2,2.5,9.62250448649377,0.1,0.5
"92","United Arab Emirates","ARE",2.03323281239413,4.55879071693839,2.32002324160472,3.35744610823008,6.90065559342353,6.82641926635041,5.67071909596602,1.26358728447854,6.6191741093892,10,0,3.60405748637794,1,4.66,1.07655502392344,6.82926829268293,NA,3.125,1.625,1.52482269503546,0,0.5,10,1.48311306901615,10,6.41554321966693,0,8.51851851851852,2,2.5,7.39262630755056,0.1,0.2
"93","Azerbaijan","AZE",1.78965686452835,5.16779118224874,0.297110754428474,7.29931502439613,4.31724118258076,7.1514234347336,5.55980636958503,3.82492316886297,4.32881755044847,10,2.89507037555867,7.40740740740741,3,7.16,4.23444976076555,2.4390243902439,NA,7.29166666666667,4.375,6.73400673400673,0,1.5,7.14285714285711,3.4550031466331,10,7.68285116787898,2.89507037555867,8.14814814814815,1,2.5,7.9120799740682,0.1,0.2
"94","Bahrain","BHR",6.78853630693648,5.01223500475973,1.20077797637128,4.29031822027347,6.90065559342353,7.82304288624318,6.49861617821456,0.670344156895743,5.59722771351944,10,0,3.1336680232224,2,6.12,0.526315789473683,4.76547842401501,NA,8.54166666666667,0,5.24822695035461,0,0,10,0.853786448500104,10,6.57414750198255,0,1.87108434384741,2,2,3.50724742000092,0.1,0.2
"95","Bangladesh","BGD",1.0762925523096,5.75224675159978,1.98631315324959,8.08726382339477,2.18828047301332,4.08248290463862,3.91381697465444,3.59630572040861,0,2.68328157299975,10,8.47902586947924,2,7,8.03827751196172,0,3,7.29166666666667,8,8.43971631205673,0,1,2.38095238095237,1.60897839311936,2.4,7.04996034892942,10,8.51851851851852,1,2,7.74953016557627,0,0.2
"96","Bhutan","BTN",0.312130751680205,1.89875935074807,3.69045588744756,7.74129684205989,2.10807969488822,7.70713954719908,3.53864287370681,8.3580176674941,4.55717637332791,10,2.3880995263825,7.83246562268207,4,5.94,6.98564593301435,2.17636022514071,NA,1.875,1.25,6.13475177304964,0,0.5,10,10,10,9.54247199416421,2.3880995263825,10,4,4.5,9.76855772064854,0.2,0.3
"97","Burundi","BDI",0.135522182680133,4.28572785235157,2.72165526975909,10,0.261861468283208,6.70465367878019,1.57225069902783,NA,4.41726104299386,10,4.37595890867854,10,2,9.44,9.92822966507177,1.95121951219512,NA,10,4.875,10,2,2,4.76190476190474,NA,10,10,4.37595890867854,10,3,3,10,0.1,0.2
"98","Cambodia","KHM",0.0969640266095746,8.82901753453313,2.03016001317147,8.89153611250165,0.113389341902748,6.63324958071079,0.835750169680465,5.39482139183037,9.76650476806392,5.47722557505166,10,8.91270658641907,3,6.16,9.33014354066985,10,3,3.125,4,8.24915824915825,1,2.5,7.14285714285711,3.11936228235788,10,9.53846153846154,10,9.62962962962963,2,3.5,9.58393717904348,0,0.2
"99","China","CHN",0.438845848283221,5.21430160281247,1.14787442333072,6.03160899264778,0.0845154254728531,3.22194853791185,0.607031510765001,2.13859968930822,4.19249806659938,10,10,5.83797518791578,2,4.36,2.91866028708134,2.77673545966229,NA,3.54166666666667,7.5,6.13475177304964,0,0,2.38095238095237,1.56702328508496,10,6.33010968951912,10,5.55555555555556,2,2,5.93020033834305,0.1,0.2
"100","Comoros","COM",0.0683826058131957,2.1252682856515,4.01933596392112,6.19999217906647,0.0327999999999999,0.529875457065148,0.529875457065148,NA,3.91225253800218,4.58257569495584,0,7.80023964113409,1,8.56,8.22966507177033,6.15384615384615,7,6.04166666666667,0.75,9.76430976430976,0,0,0.0327999999999999,NA,3,2.48717948717949,0,6.2312380421926,0,0,3.93677627485661,0.1,0.5
"101","Congo","COG",0.981442678614004,2.46781045189797,2.10775214120053,9.10229644381658,2.51837217169713,4.97185603824646,4.83430385405689,5.91350848030804,0,1.41421356237309,7.00420252151291,8.54704805482526,2,9.28,10,0,10,4.375,2.5,9.59595959595959,2,3.5,2.66372332597498,3.49695825466751,0.199999999999999,9.79226594641991,7.00420252151291,7.61279054178709,0,1.5,8.63402974164262,0,0.3
"102","France","FRA",4.44268623555416,5.31184903081056,2.63124121644418,3.05515569263131,3.16227766016838,1.89736659610103,1.06696764602335,0,4.60285980365028,10,0,2.80291655060841,1,0.359999999999999,0,2.25140712945591,NA,0.625,1.375,1.17845117845118,0,0.5,10,1.23138242080973,10,9.41025641025641,0,6.66666666666667,2,2.5,7.92054560841883,0.2,0.4
"103","Gabon","GAB",0.297314691720117,6.63259591309067,2.16682590587791,7.72529874271293,1.86675169874354,6.90065559342353,4.3205922033253,0,0,10,2.17463811620306,6.84752798323834,1,10,6.60287081339713,0,NA,6.04166666666667,3,7.91245791245791,1,1.5,4.76190476190474,0,10,9.60023993151023,2.17463811620306,5.92592592592593,1,1.5,7.54256658606643,0.1,0.2
"104","Gambia","GMB",2.08227614424761,3.00833295842603,2.46762008666673,6.73696423022081,4.74592557082488,8.25775249026488,5.82930759928708,5.67953824715789,6.52243302868739,10,4.24254552731639,7.73884209109822,3,7.16,7.51196172248804,10,10,8.95833333333333,1.375,8.08510638297872,2,3,9.52380952380948,4.29410530732117,10,4.25421326137122,4.24254552731639,7.40740740740741,1,2,5.61361655485766,0,0.2
"105","Germany","DEU",1.34393776863871,2.62611354557892,0.826968878211701,0.894466694870843,2.91857760528913,1.69176830564945,1.52802555090918,0,3.69209922279945,10,0,0.479856012891353,1,0.799999999999999,0,1.65103189493433,NA,2.29166666666667,0.375,0.336700336700337,0,0.5,3.5776,1.73484371722257,10,8.25641025641026,0,0.683877525530718,1,1.5,2.37620988465251,0.2,0.4
"106","Kiribati","KIR",NA,1.46153846153846,1,1.20894104965398,NA,NA,NA,NA,3.82300727378128,10,0,0,1,10,5.76555023923445,10,10,8.95833333333333,1.375,NA,3,3,NA,NA,10,1.46153846153846,0,0,1,1,1.20894104965398,0.1,0.7
"107","Korea DPR","PRK",NA,NA,10,10,NA,NA,NA,NA,NA,NA,10,10,2,0,NA,NA,NA,10,4.25,10,2,2,NA,NA,NA,NA,10,10,2,2,10,0.4,0.7
"108","Kuwait","KWT",3.56331251930746,3.30319150455265,2.17963160742749,7.09935767510761,6.90065559342353,6.91375440697744,5.74326855863144,0.978770501852969,0,10,0,7.53261189265895,2,4.78,0.645933014354066,0,NA,5.20833333333333,0.25,5.89225589225589,0,1,10,1.48311306901615,10,7.59807271802437,0,9.62962962962963,2,3,8.55374924659169,0.1,0.2
"109","Luxembourg","LUX",0.489702538787236,7.24077988767653,0.576967297490148,1.26710085219056,3.16227766016838,7.23878442834154,4.07066762820085,0,0,0,0,0,1,5.24,0,0,NA,0.625,0,0,0,0.5,10,2.23830501363541,0,7.74358974358974,0,0.332891262373085,1,1.5,1.60554456962205,0.2,0.5
"110","Madagascar","MDG",0.831172943327443,5.91985797708059,6.56749330873413,7.77285928804173,1.31330190922038,5.3363086938623,2.80241778062049,7.52464862597021,8.1095056589395,6.03324125159934,5.02968447735308,7.68175165640222,3,5.98,10,8.03001876172608,7,5.625,3.5,7.5531914893617,1,2.5,4.76190476190474,7.52464862597021,5.2,8.1897793745921,5.02968447735308,7.8125,0,1.5,7.99891563675982,0,0.2
"111","Malta","MLT",2.23233386351737,7.15673890417983,1.39136883631101,4.30153549657895,10,8.08702664766229,8.08702664766229,0,6.42342612136045,10,0,3.8197313941796,2,6.54,0,5.32833020637899,NA,1.45833333333333,0.375,3.03030303030303,0,0.5,10,1.90266414936019,10,7.74358974358974,0,4.81481481481481,2,2.5,6.10605851734848,0.2,0.5
"112","Mexico","MEX",3.47587023549541,2.64382968861732,2.80020755054028,7.36295333160132,4.87950036474266,4.97995983919549,3.47867229048121,3.25829697810578,4.46838161034563,10,10,7.78498944161523,3,2.48,3.22966507177033,2.4953095684803,NA,3.125,8.875,6.06060606060606,0,0.5,10,3.28718271449549,10,8.00158604282316,10,10,4,4.5,8.94515849095093,0.1,0.2
"113","Micronesia","FSM",NA,NA,1.90871385903056,7.00669498591808,NA,NA,NA,NA,NA,10,2.33473417383764,7.00669498591808,2,7.44,NA,10,10,NA,1.75,6.31205673758865,2,2.5,NA,NA,10,NA,2.33473417383764,7.77777777777778,1,1.5,7.77777777777778,0.4,0.7
"114","Moldova Republic of","MDA",2.67621111903312,7.39423992052428,1.14468767127012,3.70875923019927,4.87950036474266,7.36206492772238,5.14265417628924,0,5.99223220248612,4.89897948556636,0,1.71052631578947,1,5.42,4.5933014354067,4.46529080675422,3,4.79166666666667,2.375,NA,0,1,10,0,8,8.04132324689777,0,1.71052631578947,1,2,3.70875923019927,0.1,0.3
"115","Mongolia","MNG",0.142455192072281,6.00644862160693,3.70751509901091,6.98573566609361,0.29664793948384,6.40312423743285,1.10284022046883,4.7074702911837,6.66328885231586,10,0,7.67610310786397,2,4.1,7.20095693779904,6.47279549718574,NA,6.875,0.625,5.89225589225589,0,0,10,3.07740717432347,10,6.85938839697637,0,10,3,3,8.28214247461149,0.1,0.2
"116","Morocco","MAR",3.47051350004683,5.73150534739045,3.51446331238174,6.63684791613029,8.45154254728515,7.2525857457875,6.6674668202189,1.1705406878278,6.48534832758675,10,4.09579080781802,6.83783414788557,2,5.26,3.49282296650718,6.39774859287054,NA,3.95833333333333,3.875,6.31205673758865,0,0.5,10,0.392280260121671,10,6.57414750198255,4.09579080781802,7.40740740740741,2,2.5,6.97835144597737,0.1,0.2
"117","Nauru","NRU",NA,1.97435897435897,0.844169080927635,1.29100457040471,NA,NA,NA,NA,4.40570179463686,10,0,0.844169080927635,1,9.84,NA,9.83114446529081,NA,10,0.625,NA,1,1,NA,NA,10,1.97435897435897,0,0.844169080927635,1,1,1.29100457040471,0.4,0.7
"118","Panama","PAN",4.38845848283219,5.95360800970453,2.60192901668319,6.15687239784438,8.45154254728515,7.2525857457875,6.6674668202189,3.07922124701936,5.60074995523713,10,1.34747515175772,5.56622906310062,2,5.26,5.09569377990431,3.30206378986867,NA,3.54166666666667,3.5,4.88215488215488,0,0.5,10,1.86070904132578,10,9.49963479122744,1.34747515175772,6.34615384615385,2,2.5,7.76441523022854,0.1,0.2
"119","Rwanda","RWA",0.725530496736851,8.03866363690945,0.314311987264681,8.15929219020663,1.91186769815227,8.25775249026488,3.69986117560785,8.19593035452066,8.62644175745452,8.36660026534076,6.23040490961244,7.57936728959867,5,7.16,9.06698564593301,8.31144465290807,7,6.875,1.875,8.61702127659574,0,1.5,9.52380952380948,8.19593035452066,10,8.95337700031703,6.23040490961244,6.66666666666667,1,2.5,7.72587729659962,0,0.2
"120","Samoa","WSM",NA,7.74358974358975,1.49576009596198,5.54876405361242,NA,NA,NA,0,8.79976689667956,10,1.93449402975119,4.829643166186,2,8.72,3.20574162679426,10,10,3.125,1.125,5.24822695035461,2,2.5,NA,0,10,7.74358974358974,1.93449402975119,4.44444444444444,1,1.5,5.86651126445304,0.1,0.6
"121","Sao Tome and Principe","STP",0.167239440599677,8.87231360570335,2.77152712632279,6.39007280156973,1.1734,3.42549266529648,3.42549266529648,NA,6.12563891831689,7.34846922834953,0.0533653525448603,5.1052032415149,1,10,8.20574162679426,3.75234521575985,10,9.79166666666667,0,6.3973063973064,2,2,1.1734,NA,5.4,10,0.0533653525448603,4.07407407407407,1,1,6.38284738504226,0.1,0.5
"122","Saudi Arabia","SAU",2.61235283506338,3.50785306565811,1.85844968373086,6.59603558740005,5.46743606664559,5.43796180304978,4.75764493377898,2.50162673674792,4.58752180601823,10,0,6.47477982928126,1,4.14,2.39234449760765,2.77673545966229,NA,0,4.125,5.95744680851064,0,1.5,7.14285714285711,2.61590098594504,10,7.57917224251977,0,7.03703703703704,1,2.5,7.30307577536306,0.1,0.2
"123","Senegal","SEN",0.993023328919553,3.35913814944779,2.68038878634981,8.02684020276247,1.94593593591019,5.52914356581817,3.53453090360565,4.83952171176841,9.41414826252479,8.36660026534076,5.10973250617037,8.27283000623467,3,6.42,7.39234449760765,10,7,3.125,3.125,6.84397163120567,1,1.5,4.76190476190474,4.83952171176841,10,8.86261875087985,5.10973250617037,10,2,2.5,9.41414826252479,0,0.2
"124","Sierra Leone","SLE",1.50193390973262,8.539559998792,0.394662544751908,8.94010109552365,5.68595371988392,7.97496081495075,6.01354019346855,NA,0,10,4.97631912480822,9.08978071656172,3,6.36,9.64114832535885,0,10,9.79166666666667,3.5,8.26241134751773,1,1.5,10,NA,10,9.35741937939,4.97631912480822,10,3,3.5,9.67337551188312,0,0.2
"125","Tanzania","TZA",0.0536492304000146,3.98260469204278,2.34972789490331,7.95489903360172,0.0258198889747319,0.0669328021227669,0.416544900233094,4.33606041535557,7.33632425640843,10,5.68341004602762,7.92664026887769,3,6.72,9.71291866028708,6.22889305816135,NA,4.79166666666667,3.5,7.37588652482269,0,1,0.000666666666667481,4.33606041535557,10,8.64064498982647,5.68341004602762,8.51851851851852,1,2,8.57936444952544,0.1,0.1
